filename,timeofday,glare,weather,fog,road,traffic,scene
cb6feb71-4f2031de.jpg,1,0,0,0,0,1,2
cb6feb71-f9d2abd3.jpg,1,0,0,0,0,1,2
cb7bffcf-5e7c5677.jpg,1,0,0,0,0,1,1
cb7bffcf-17c75571.jpg,1,0,2,0,0,1,1
cb7bffcf-529af552.jpg,1,0,0,0,0,1,2
cb7bffcf-33713cec.jpg,1,0,0,0,0,1,1
cb7c8bb9-bc2d62ba.jpg,1,0,5,0,0,1,2
cb7d0bb4-915e0029.jpg,1,0,0,0,0,2,2
cb7d1d90-dd5d115f.jpg,0,0,2,0,0,0,2
cb7d10b2-547b3de5.jpg,1,0,2,0,0,2,2
cb7e1adc-415567c3.jpg,2,0,4,0,0,2,0
cb7f4d6f-c83c0fea.jpg,0,0,2,0,0,1,1
cb8a7be4-fcfd3acb.jpg,2,1,0,0,0,2,2
cb8b28d3-ab96a5fc.jpg,2,1,0,0,0,0,2
cb8e570a-7fdaa35c.jpg,2,1,4,0,1,0,2
cb9d6047-6b4e5cb8.jpg,2,0,0,0,0,0,2
cb9d6047-c6a0397c.jpg,2,0,0,0,0,1,2
cb9df0a6-8dba1a0a.jpg,2,0,3,0,1,0,2
cb9ea2ad-72a382b6.jpg,2,0,0,0,0,0,2
cb9ea2ad-8394a099.jpg,2,0,0,0,0,1,2
cb13d27e-aed37c4c.jpg,2,0,0,0,0,0,2
cb14e978-0d45dc28.jpg,2,0,0,0,0,2,2
cb14e978-6c4d53f3.jpg,2,1,0,0,0,0,2
cb14e978-9ac7f029.jpg,2,0,0,0,0,0,2
cb14e978-a5eb5afb.jpg,2,0,0,0,0,1,2
cb14e978-d76604ee.jpg,2,0,0,0,0,1,2
cb15c5ae-b7c3e935.jpg,1,0,5,0,0,0,0
cb15f3ff-e11f8dac.jpg,2,0,0,0,0,0,0
cb18ff25-8cccd910.jpg,2,0,0,0,0,1,1
cb19ca00-7cee58db.jpg,2,0,0,0,0,0,1
cb19ca00-7fe7ed92.jpg,1,0,0,0,0,1,1
cb19ca00-185e1163.jpg,2,0,3,0,0,2,2
cb19ca00-06374256.jpg,2,0,0,0,0,1,2
cb22c820-f094952f.jpg,1,0,0,0,0,1,2
cb25d8ec-1c06a707.jpg,2,0,0,0,0,1,1
cb25d8ec-e52ef234.jpg,2,1,0,0,0,1,1
cb25d527-e041ee3a.jpg,0,0,0,0,0,0,2
cb25fc78-7ac3b863.jpg,0,0,0,0,0,0,2
cb25fc78-c89840f6.jpg,1,0,0,0,0,0,2
cb27de55-d8c84ee3.jpg,1,0,5,0,0,1,2
cb30c05c-cdad343b.jpg,2,1,0,0,0,2,2
cb031b03-0f3ed476.jpg,1,0,5,0,0,2,2
cb031b03-cc89642d.jpg,1,0,0,0,0,1,2
cb32ab44-2e476a87.jpg,2,1,0,0,0,1,2
cb32ab44-9feb37f3.jpg,2,0,0,0,0,0,2
cb32ab44-776b1f34.jpg,2,1,0,0,0,0,0
cb32ab44-e8b00418.jpg,2,0,0,0,0,1,1
cb32ab44-f15d148d.jpg,2,1,0,0,0,0,1
cb32ec15-6e369f96.jpg,0,0,2,0,0,1,2
cb35b452-b1c5276b.jpg,2,0,0,0,0,0,1
cb37bfff-1b87d685.jpg,1,0,0,0,0,0,2
cb38bda4-6b1da930.jpg,2,0,0,0,0,1,3
cb38bda4-26729b52.jpg,0,0,2,0,0,2,2
cb39b649-4620ea32.jpg,1,0,2,0,0,1,2
cb41fd07-83d4ec04.jpg,1,0,2,0,0,1,2
cb46b1c1-02909ba2.jpg,1,0,2,0,0,0,2
cb48db12-9ba44a71.jpg,1,0,0,0,0,1,1
cb48db12-12e08c9c.jpg,1,0,0,0,0,2,2
cb52bac5-9b9156c4.jpg,1,0,5,0,0,1,2
cb55a21f-cea4eb6a.jpg,2,0,0,0,0,1,2
cb55a21f-dab8ad35.jpg,2,0,0,0,0,1,1
cb58f48b-957bfd2c.jpg,1,0,0,0,0,0,0
cb61fa6c-04f20136.jpg,1,0,0,0,0,1,0
cb61fa6c-1104f84c.jpg,1,0,2,0,0,1,2
cb61fa6c-982289be.jpg,1,0,5,0,0,1,2
cb61fa6c-39085365.jpg,1,0,2,0,0,2,2
cb063b6c-158d56f6.jpg,1,0,0,0,0,1,1
cb63ddeb-c7aee033.jpg,1,0,0,0,0,1,1
cb67cd3a-48f5f6ee.jpg,1,0,0,0,0,1,2
cb67cd3a-78c878f6.jpg,2,0,0,0,0,0,2
cb67cd3a-92cfbc6a.jpg,2,0,0,0,0,0,1
cb67cd3a-cd0234d8.jpg,1,0,5,0,0,1,2
cb67d80d-05c1518e.jpg,1,0,0,0,0,1,2
cb69c47a-3adb9d19.jpg,1,0,3,1,0,2,2
cb71fc1a-20d1c0e3.jpg,2,1,0,0,0,0,2
cb74a88b-0a39afe8.jpg,0,0,0,0,0,0,2
cb74a88b-35158084.jpg,1,0,2,0,0,0,2
cb74a88b-cb621c3a.jpg,0,0,2,0,0,1,2
cb77a7d0-70e0a6f7.jpg,2,0,3,0,1,1,2
cb79e12f-88a7d960.jpg,1,0,5,0,0,0,0
cb79e12f-e7189051.jpg,1,0,5,0,0,1,2
cb79e12f-ea8d023b.jpg,1,0,1,0,0,0,1
cb84e186-902e8c24.jpg,2,1,3,0,1,1,1
cb86b1d9-7735472c.jpg,1,0,2,0,0,0,1
cb91d5a1-0b3d3373.jpg,2,0,0,0,0,0,2
cb91d5a1-7d332f2e.jpg,2,0,0,0,0,0,1
cb91d5a1-018bc367.jpg,2,0,0,0,0,1,1
cb91d5a1-46a38944.jpg,2,0,0,0,0,0,2
cb91d5a1-7722b303.jpg,2,0,0,0,0,0,2
cb91d5a1-579075a1.jpg,2,0,0,0,0,0,2
cb91d5a1-07962352.jpg,2,0,0,0,0,1,2
cb91d5a1-b8124b10.jpg,2,0,0,0,0,0,0
cb94f450-3051698a.jpg,2,0,0,0,0,1,2
cb97debb-12f48570.jpg,1,0,1,0,0,1,1
cb104d26-1ba62e91.jpg,2,0,0,0,0,1,2
cb146e98-0d092e48.jpg,2,1,0,0,0,1,1
cb146e98-1bb7e9d7.jpg,2,0,0,0,0,1,1
cb146e98-6ad6acfd.jpg,2,1,0,0,0,0,2
cb146e98-15a5ad7c.jpg,2,1,0,0,0,0,2
cb146e98-85b699ad.jpg,2,0,0,0,0,0,2
cb146e98-21026d6b.jpg,2,1,0,0,0,0,2
cb146e98-77442601.jpg,2,1,0,0,0,0,1
cb146e98-a1828594.jpg,2,1,0,0,0,1,2
cb146e98-becc1d13.jpg,2,0,0,0,0,0,1
cb146e98-f92b6ddc.jpg,2,0,0,0,0,1,1
cb253f3b-b54796d8.jpg,2,0,0,0,0,1,0
cb0287d1-207cdf5c.jpg,2,0,0,0,0,1,1
cb0287d1-622df962.jpg,2,0,3,0,0,2,1
cb319c00-9206979b.jpg,1,0,0,0,0,1,1
cb337f2b-3629c65f.jpg,1,0,2,0,0,1,1
cb0368de-db7b4f2d.jpg,1,0,0,0,0,1,0
cb407ea1-c710bb54.jpg,1,0,2,0,0,1,0
cb408cd1-4e5d1a93.jpg,1,0,2,1,1,1,2
cb408cd1-03899cff.jpg,1,0,3,1,0,1,0
cb408cd1-7361838c.jpg,1,0,3,1,0,1,2
cb466c0c-cdcf7586.jpg,0,0,0,0,0,1,2
cb485e40-041c5db0.jpg,1,0,0,0,0,1,1
cb516cda-08e840e0.jpg,1,0,4,0,0,2,2
cb540cff-6928e2e0.jpg,1,0,2,0,1,0,2
cb552c07-1e453e94.jpg,1,0,5,0,0,2,2
cb552c07-d96caa28.jpg,1,0,5,0,0,2,1
cb553f74-87d7cd19.jpg,1,0,0,0,0,1,0
cb553f74-a0bbb89a.jpg,1,0,5,0,0,2,2
cb555b17-2f3df80a.jpg,2,0,0,0,0,1,1
cb555b17-5fce2544.jpg,2,0,0,0,0,0,2
cb555b17-47b860f6.jpg,2,0,0,0,0,1,2
cb555b17-0341b125.jpg,2,0,0,0,0,0,2
cb555b17-ac237da8.jpg,2,0,0,0,0,1,2
cb573aeb-d82b66c3.jpg,2,1,0,0,0,0,2
cb634c79-adae95f2.jpg,1,0,0,0,0,1,2
cb0676bb-98e0e60f.jpg,2,0,3,0,0,0,0
cb0676bb-988d6eb5.jpg,2,0,0,0,0,0,0
cb0676bb-a07ba110.jpg,2,0,0,0,0,0,1
cb0676bb-b1b073e4.jpg,2,0,0,0,0,0,0
cb0676bb-c22aecec.jpg,2,0,0,0,0,1,2
cb0676bb-c375cf69.jpg,2,0,0,0,0,0,2
cb677fcb-77f2ff92.jpg,2,0,0,0,0,0,1
cb727cf8-e43b8bcf.jpg,2,1,0,0,0,1,2
cb770f78-459a3559.jpg,1,0,0,0,0,1,2
cb770f78-01076f85.jpg,1,0,0,0,0,1,2
cb770f78-ae09920d.jpg,1,0,0,0,0,1,2
cb788d32-fcf4487a.jpg,1,0,2,0,0,1,2
cb816c62-b932176d.jpg,1,0,1,0,0,1,2
cb816c62-cb006e29.jpg,2,0,0,0,0,0,2
cb832b24-ee7f9b66.jpg,0,0,1,0,0,1,2
cb972e4f-ec73b37b.jpg,2,0,0,0,0,1,1
cb995f92-89756142.jpg,2,0,4,0,0,0,2
cb1294f1-3faf01b9.jpg,1,0,0,0,0,1,2
cb1294f1-fba3ff7d.jpg,1,0,5,0,0,2,2
cb2382b5-9cc2c304.jpg,1,0,1,0,0,1,3
cb2512c2-c2d1b0f2.jpg,2,0,0,0,0,1,1
cb3300b5-269086e6.jpg,1,0,3,1,1,1,1
cb3397f4-ca73c4b8.jpg,2,0,3,0,1,1,2
cb3598eb-f9977424.jpg,2,1,3,0,1,1,2
cb3689c8-60e38678.jpg,1,0,2,0,0,0,2
cb4614bc-47577a9a.jpg,1,0,2,0,0,1,2
cb4706a3-2d18ef4d.jpg,2,0,0,0,0,1,2
cb4706a3-42990a31.jpg,2,0,0,0,0,1,2
cb5903ec-ab4d55f9.jpg,1,0,5,0,0,1,3
cb6967ef-09c66b9b.jpg,2,0,0,0,0,1,1
cb7432e5-5f52a54b.jpg,1,0,0,0,0,1,1
cb7432e5-3350e576.jpg,1,0,0,0,0,1,1
cb07632a-8c57bef7.jpg,1,0,4,0,0,1,2
cb8887dd-3d1b43e2.jpg,2,0,3,0,1,0,2
cb16478b-2c1ed614.jpg,1,0,2,0,0,1,1
cb16478b-17e02968.jpg,1,0,0,0,0,2,2
cb16478b-def793e8.jpg,1,0,0,0,0,1,2
cb020379-3477f3c4.jpg,2,1,0,0,0,0,1
cb25355a-3ac85fc1.jpg,1,0,0,0,0,1,1
cb078020-5bfd7122.jpg,1,0,1,0,0,1,2
cb078020-ab5a89f2.jpg,1,0,0,0,0,1,1
cb078020-b82ebd77.jpg,1,0,5,0,0,1,2
cb191189-dcfc5543.jpg,2,0,3,0,0,0,2
cb325137-259f2a29.jpg,2,0,0,0,0,1,2
cb356543-f4ae1553.jpg,1,0,4,0,0,0,0
cb376872-5d6ac015.jpg,1,0,1,0,0,1,1
cb376872-948ed402.jpg,1,0,1,0,0,1,1
cb376872-210383e3.jpg,1,0,3,0,1,1,1
cb421747-f06aec7d.jpg,1,0,0,0,0,2,1
cb547251-ce16ab57.jpg,1,0,2,0,0,1,0
cb606577-33698fb5.jpg,2,0,0,0,0,1,2
cb626215-835f3c31.jpg,1,0,2,0,0,1,1
cb661448-1dde14e9.jpg,2,0,0,0,0,1,0
cb694310-19547889.jpg,1,0,1,0,0,1,1
cb713460-c5eecc9d.jpg,2,0,0,0,0,1,2
cb744436-af4453b8.jpg,1,0,5,0,0,1,2
cb744436-fc001c01.jpg,1,0,0,0,0,1,2
cb762503-30f8ed32.jpg,2,1,0,0,0,1,2
cb762503-487cd3ac.jpg,2,1,0,0,0,1,1
cb762503-923d5224.jpg,2,1,0,0,0,1,2
cb762503-cc174e8a.jpg,2,1,0,0,0,1,2
cb842524-5b6a3672.jpg,2,0,0,0,0,1,1
cb843184-86feb9c0.jpg,2,0,0,0,0,1,0
cb843184-33700679.jpg,2,0,4,0,0,1,2
cb871759-8b3a0c24.jpg,1,0,1,0,0,1,2
cb879996-ecab29b0.jpg,1,0,5,0,0,1,2
cb967671-f9e60428.jpg,1,0,4,0,0,1,2
cba8da87-947f586b.jpg,0,0,3,1,1,1,2
cba11a1c-457143bc.jpg,2,0,4,0,0,1,0
cba18f1d-005fc338.jpg,1,0,3,1,1,1,2
cba26bf2-46a33c6e.jpg,1,0,0,0,0,1,1
cba48b33-96ecec2f.jpg,1,0,5,0,0,1,2
cba301b8-6b51c394.jpg,1,0,0,0,0,2,1
cba301b8-7ef6e928.jpg,1,0,0,0,0,0,1
cba301b8-61b26b7d.jpg,1,0,0,0,0,1,2
cba301b8-469303a6.jpg,1,0,0,0,0,0,2
cba301b8-d0803b49.jpg,1,0,0,0,0,1,1
cba466d2-8a0e070c.jpg,0,0,0,0,0,1,1
cba826ea-b70f5b1f.jpg,1,0,5,0,0,1,2
cba879a8-03886aa0.jpg,1,0,5,0,0,1,2
cba879a8-65058691.jpg,1,0,0,0,0,1,2
cba2440a-3fbdb69b.jpg,2,0,0,0,0,1,1
cba2440a-ac4e48fe.jpg,2,1,0,0,0,1,2
cba56421-88f70290.jpg,1,0,2,0,0,0,0
cba59791-174972fb.jpg,2,0,0,0,0,0,2
cba70226-3b47f789.jpg,1,0,0,0,0,1,2
cba98987-24ca8e06.jpg,1,0,5,0,0,1,2
cba98987-b06a3b32.jpg,1,0,2,0,0,1,2
cba98987-f406c7d3.jpg,1,0,2,0,0,1,2
cba98987-f4093483.jpg,1,0,2,0,0,0,0
cbab60f0-6b9c8d54.jpg,1,0,0,0,0,1,1
cbab4776-c4ec1162.jpg,2,0,0,0,0,1,2
cbabff6d-d41ce15f.jpg,2,1,0,0,0,1,2
cbadade4-3adcf244.jpg,1,0,2,0,0,1,2
cbaeb831-758b1ee1.jpg,2,1,0,0,0,1,2
cbb0df9f-f3f3a196.jpg,1,0,2,0,0,0,2
cbb0e311-1082d7ff.jpg,2,1,3,0,0,1,1
cbb0e311-a9afde90.jpg,2,0,0,0,0,1,2
cbb1b7fc-b495e982.jpg,2,1,0,0,0,1,2
cbb3f956-b6ce18c4.jpg,1,0,0,0,0,0,0
cbb8ecf4-caf30270.jpg,1,0,0,0,0,0,1
cbb8ecf4-e17d3540.jpg,1,1,5,0,0,2,2
cbb8ecf4-ec82c201.jpg,0,0,0,0,0,0,2
cbb9a48e-4795fc52.jpg,1,0,4,0,0,1,1
cbb9a48e-f2e4cab3.jpg,1,0,4,0,0,1,1
cbb25aa5-0b3024d3.jpg,2,0,3,0,0,0,1
cbb2743e-776cc8bb.jpg,0,0,0,0,0,1,2
cbb5610a-80e61a98.jpg,2,0,0,0,0,0,2
cbbc1915-6292d4cb.jpg,1,0,0,0,0,1,2
cbbd082e-a077f7ab.jpg,1,0,5,0,0,2,1
cbbfa4d0-9c3f6e67.jpg,1,0,0,0,0,1,1
cbbfa4d0-fe444e30.jpg,1,0,0,0,0,2,0
cbbff8e6-3dc736a7.jpg,1,0,1,0,0,1,2
cbc00a1f-35b56529.jpg,1,0,5,0,0,1,2
cbc7cfb1-27c67277.jpg,1,0,2,0,0,1,2
cbc51f7e-e1e43e79.jpg,2,0,0,0,0,1,1
cbc58d3f-7dde1998.jpg,1,0,4,0,0,2,2
cbc58d3f-9ed3a1eb.jpg,1,0,4,0,0,2,2
cbc58d3f-244e1fa0.jpg,2,0,4,0,0,0,0
cbc58d3f-47326099.jpg,2,0,4,0,0,1,2
cbc90e87-b7f3f83a.jpg,2,0,0,0,0,1,1
cbc633dd-cffccd29.jpg,2,0,0,0,0,1,2
cbc33872-14bdf47a.jpg,2,0,0,0,0,1,1
cbc67194-07434e2d.jpg,2,0,0,0,0,0,2
cbca4ff7-a63a4afe.jpg,2,0,0,0,0,0,1
cbcb3dbf-81834085.jpg,1,0,5,0,0,1,2
cbcb3dbf-f40f69e4.jpg,2,0,0,0,0,1,2
cbcb534f-16fa6d31.jpg,2,0,0,0,0,1,2
cbcd6f5f-564c1627.jpg,2,0,0,0,0,0,0
cbcef3a5-4666d12d.jpg,2,1,0,0,0,1,2
cbcf2c53-d73c1732.jpg,2,0,0,0,0,0,2
cbd23abd-3205ea9e.jpg,1,0,2,0,0,1,2
cbd35eab-7eacd236.jpg,1,0,2,0,0,1,1
cbd35eab-62b85b18.jpg,1,0,5,0,0,0,0
cbd64c44-cdb37ccb.jpg,1,0,5,0,0,0,0
cbd695ed-0cc7bee1.jpg,1,0,5,0,0,1,2
cbd695ed-76f1f655.jpg,1,0,3,0,0,1,2
cbd12311-68a134d8.jpg,1,0,0,0,0,1,0
cbd12311-081bd652.jpg,1,0,0,0,0,1,2
cbd12311-435e80c9.jpg,1,0,0,0,0,1,1
cbdc7b52-0b848407.jpg,1,0,2,0,0,1,2
cbdc7b52-013f6dd0.jpg,2,0,0,0,0,1,2
cbdc7b52-87deb9ef.jpg,2,0,0,0,0,0,2
cbdc7b52-739066ba.jpg,1,0,5,0,0,1,2
cbdc7b52-f6a10140.jpg,1,0,1,0,0,1,2
cbe1a98e-59c820bc.jpg,1,0,5,0,0,1,1
cbe03e14-94acd2c5.jpg,1,0,2,0,0,1,1
cbe03e14-10934c59.jpg,1,0,2,0,0,1,1
cbe5d542-c2f39240.jpg,1,0,0,0,0,1,2
cbe5d542-d6126a85.jpg,1,0,5,0,0,2,2
cbe7b91f-df03c989.jpg,2,0,0,0,0,0,2
cbe7b91f-fd443161.jpg,2,0,0,0,0,1,1
cbe8b297-48e4c903.jpg,1,0,1,0,0,1,2
cbe8cc9b-a5f6ec17.jpg,1,0,0,0,0,1,2
cbe45d27-c13af258.jpg,0,0,2,0,0,1,2
cbe45fe8-aac5a5b2.jpg,1,0,4,0,0,1,1
cbe73da0-11c8b8bb.jpg,0,0,0,0,0,0,2
cbe73da0-461983da.jpg,1,0,0,0,0,1,1
cbe92e30-aabe2055.jpg,0,0,1,0,0,1,1
