filename,fog,glare,road,traffic,weather,scene,timeofday
cb744436-af4453b8.jpg,0,0,0,1,5,2,1
cb744436-fc001c01.jpg,0,0,0,1,0,2,1
cb762503-30f8ed32.jpg,0,1,0,1,0,2,2
cb762503-487cd3ac.jpg,0,1,0,1,0,1,2
cb762503-923d5224.jpg,0,1,0,1,0,2,2
cb762503-cc174e8a.jpg,0,1,0,1,0,2,2
cb842524-5b6a3672.jpg,0,0,0,1,0,1,2
cb843184-86feb9c0.jpg,0,0,0,1,0,0,2
cb843184-33700679.jpg,0,0,0,1,4,2,2
cb871759-8b3a0c24.jpg,0,0,0,1,1,2,1
cb879996-ecab29b0.jpg,0,0,0,1,5,2,1
cb967671-f9e60428.jpg,0,0,0,1,4,2,1
cba8da87-947f586b.jpg,1,0,1,1,3,2,0
cba11a1c-457143bc.jpg,0,0,0,1,4,0,2
cba18f1d-005fc338.jpg,1,0,1,1,3,2,1
cba26bf2-46a33c6e.jpg,0,0,0,1,0,1,1
cba48b33-96ecec2f.jpg,0,0,0,1,5,2,1
cba301b8-6b51c394.jpg,0,0,0,2,0,1,1
cba301b8-7ef6e928.jpg,0,0,0,0,0,1,1
cba301b8-61b26b7d.jpg,0,0,0,1,0,2,1
cba301b8-469303a6.jpg,0,0,0,0,0,2,1
cba301b8-d0803b49.jpg,0,0,0,1,0,1,1
cba466d2-8a0e070c.jpg,0,0,0,1,0,1,0
cba826ea-b70f5b1f.jpg,0,0,0,1,5,2,1
cba879a8-03886aa0.jpg,0,0,0,1,5,2,1
cba879a8-65058691.jpg,0,0,0,1,0,2,1
cba2440a-3fbdb69b.jpg,0,0,0,1,0,1,2
cba2440a-ac4e48fe.jpg,0,1,0,1,0,2,2
cba56421-88f70290.jpg,0,0,0,0,2,0,1
cba59791-174972fb.jpg,0,0,0,0,0,2,2
cba70226-3b47f789.jpg,0,0,0,1,0,2,1
cba98987-24ca8e06.jpg,0,0,0,1,5,2,1
cba98987-b06a3b32.jpg,0,0,0,1,2,2,1
cba98987-f406c7d3.jpg,0,0,0,1,2,2,1
cba98987-f4093483.jpg,0,0,0,0,2,0,1
cbab60f0-6b9c8d54.jpg,0,0,0,1,0,1,1
cbab4776-c4ec1162.jpg,0,0,0,1,0,2,2
cbabff6d-d41ce15f.jpg,0,1,0,1,0,2,2
cbadade4-3adcf244.jpg,0,0,0,1,2,2,1
cbaeb831-758b1ee1.jpg,0,1,0,1,0,2,2
cbb0df9f-f3f3a196.jpg,0,0,0,0,2,2,1
cbb0e311-1082d7ff.jpg,0,1,0,1,3,1,2
cbb0e311-a9afde90.jpg,0,0,0,1,0,2,2
cbb1b7fc-b495e982.jpg,0,1,0,1,0,2,2
cbb3f956-b6ce18c4.jpg,0,0,0,0,0,0,1
cbb8ecf4-caf30270.jpg,0,0,0,0,0,1,1
cbb8ecf4-e17d3540.jpg,0,1,0,2,5,2,1
cbb8ecf4-ec82c201.jpg,0,0,0,0,0,2,0
cbb9a48e-4795fc52.jpg,0,0,0,1,4,1,1
cbb9a48e-f2e4cab3.jpg,0,0,0,1,4,1,1
cbb25aa5-0b3024d3.jpg,0,0,0,0,3,1,2
cbb2743e-776cc8bb.jpg,0,0,0,1,0,2,0
cbb5610a-80e61a98.jpg,0,0,0,0,0,2,2
cbbc1915-6292d4cb.jpg,0,0,0,1,0,2,1
cbbd082e-a077f7ab.jpg,0,0,0,2,5,1,1
cbbfa4d0-9c3f6e67.jpg,0,0,0,1,0,1,1
cbbfa4d0-fe444e30.jpg,0,0,0,2,0,0,1
cbbff8e6-3dc736a7.jpg,0,0,0,1,1,2,1
cbc00a1f-35b56529.jpg,0,0,0,1,5,2,1
cbc7cfb1-27c67277.jpg,0,0,0,1,2,2,1
cbc51f7e-e1e43e79.jpg,0,0,0,1,0,1,2
cbc58d3f-7dde1998.jpg,0,0,0,2,4,2,1
cbc58d3f-9ed3a1eb.jpg,0,0,0,2,4,2,1
cbc58d3f-244e1fa0.jpg,0,0,0,0,4,0,2
cbc58d3f-47326099.jpg,0,0,0,1,4,2,2
cbc90e87-b7f3f83a.jpg,0,0,0,1,0,1,2
cbc633dd-cffccd29.jpg,0,0,0,1,0,2,2
cbc33872-14bdf47a.jpg,0,0,0,1,0,1,2
cbc67194-07434e2d.jpg,0,0,0,0,0,2,2
cbca4ff7-a63a4afe.jpg,0,0,0,0,0,1,2
cbcb3dbf-81834085.jpg,0,0,0,1,5,2,1
cbcb3dbf-f40f69e4.jpg,0,0,0,1,0,2,2
cbcb534f-16fa6d31.jpg,0,0,0,1,0,2,2
cbcd6f5f-564c1627.jpg,0,0,0,0,0,0,2
cbcef3a5-4666d12d.jpg,0,1,0,1,0,2,2
cbcf2c53-d73c1732.jpg,0,0,0,0,0,2,2
cbd23abd-3205ea9e.jpg,0,0,0,1,2,2,1
cbd35eab-7eacd236.jpg,0,0,0,1,2,1,1
cbd35eab-62b85b18.jpg,0,0,0,0,5,0,1
cbd64c44-cdb37ccb.jpg,0,0,0,0,5,0,1
cbd695ed-0cc7bee1.jpg,0,0,0,1,5,2,1
cbd695ed-76f1f655.jpg,0,0,0,1,3,2,1
cbd12311-68a134d8.jpg,0,0,0,1,0,0,1
cbd12311-081bd652.jpg,0,0,0,1,0,2,1
cbd12311-435e80c9.jpg,0,0,0,1,0,1,1
cbdc7b52-0b848407.jpg,0,0,0,1,2,2,1
cbdc7b52-013f6dd0.jpg,0,0,0,1,0,2,2
cbdc7b52-87deb9ef.jpg,0,0,0,0,0,2,2
cbdc7b52-739066ba.jpg,0,0,0,1,5,2,1
cbdc7b52-f6a10140.jpg,0,0,0,1,1,2,1
cbe1a98e-59c820bc.jpg,0,0,0,1,5,1,1
cbe03e14-94acd2c5.jpg,0,0,0,1,2,1,1
cbe03e14-10934c59.jpg,0,0,0,1,2,1,1
cbe5d542-c2f39240.jpg,0,0,0,1,0,2,1
cbe5d542-d6126a85.jpg,0,0,0,2,5,2,1
cbe7b91f-df03c989.jpg,0,0,0,0,0,2,2
cbe7b91f-fd443161.jpg,0,0,0,1,0,1,2
cbe8b297-48e4c903.jpg,0,0,0,1,1,2,1
cbe8cc9b-a5f6ec17.jpg,0,0,0,1,0,2,1
cbe45d27-c13af258.jpg,0,0,0,1,2,2,0
cbe45fe8-aac5a5b2.jpg,0,0,0,1,4,1,1
cbe73da0-11c8b8bb.jpg,0,0,0,0,0,2,0
cbe73da0-461983da.jpg,0,0,0,1,0,1,1
cbe92e30-aabe2055.jpg,0,0,0,1,1,1,0
